券種,組み合わせ,配当,人気
単勝,9,1760,5
複勝,9,300,5
複勝,7,110,1
複勝,2,170,3
枠連,7-8,1210,4
馬連,7-9,1390,5
ワイド,7-9,490,6
ワイド,2-9,1030,14
ワイド,2-7,260,2
馬単,9-7,4130,13
3連複,2-7-9,2100,6
3連単,9-7-2,19890,58
