コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*1,2)(3,9)12(7,8,13)11(4,10)6,5,14"
4コーナー,"(*1,2)3-(9,12)(7,8)13(4,10,11)(5,6)14"
