馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ザメイダン,牡8,石神深,美浦・新開,先行,8.2,4,2,,13.5,504(+8),中山,68,中9週,Y,,3,ルーラーシップ,クロフネ,,B
2,2,ビレッジイーグル,牡7,大江圭,美浦・竹内,,2.0,1,4,,13.7,516(-4),中山,84,中11週,Y,,3,ベーカバド,ニューイングランド,,
3,3,アサクサゲンキ,セ9,小牧加,栗東・音無,先行,7.2,3,8,,13.6,466(-14),小倉,21,中2週,Y,,3,Stormy Atlantic,Dixieland Band,,
4,4,ポルタフォリオ,牡6,黒岩,栗東・角田,先行,66.6,9,7,,13.9,496(-14),京都,126,中17週,Y,,3,ハーツクライ,ストリートセンス,,
5,5,デストロイ,セ1,坂口,美浦・土田,追込,362.7,12,13,,13.7,492(-6),小倉,28,中3週,Y,,3,キングヘイロー,ティンバーカントリー,,B
6,5,グレートバローズ,牡7,高田,栗東・辻野,差し,11.8,5,5,,13.4,482(-10),小倉,28,中3週,Y,,3,ディープインパクト,キングカメハメハ,,
7,6,ギガバッケン,セ9,,美浦・岩戸,差し,68.7,10,9,,13.9,536(-6),中山,84,中11週,Y,,3,アイルハヴアナザー,マンハッタンカフェ,,B
8,6,ヴィアメント,セ7,五十嵐,美浦・鹿戸,先行,26.3,8,7,,13.6,486(0),阪神,91,中12週,Y,,3,キングカメハメハ,ハーツクライ,,
9,7,ナリノモンターニュ,牡7,金子,美浦・上原博,差し,13.2,6,1,,13.4,518(+8),阪神,91,中12週,Y,,3,ヴィクトワールピサ,エルコンドルパサー,,
10,7,ロスコフ,牡6,草野,美浦・久保田,先行,4.5,2,2,,13.1,506(+16),東京,133,中18週,Y,,3,オルフェーヴル,キングカメハメハ,,
11,8,ファジュル,セ5,中村,栗東・藤沢,先行,241.4,11,7,,13.6,440(-8),中山,68,中9週,Y,,3,サトノアラジン,サッカーボーイ,,
12,8,サンデイビス,牡6,井上,美浦・村田,先行,22.9,7,1,,13.3,494(-10),小倉,42,中5週,Y,,3,ジョーカプチーノ,アドマイヤムーン,,
