馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ビートザレコード,牡6,上野,美浦・戸田,先行,8.2,5,9,3歳以上1勝クラス,35.4,482(-6),東京,49,中6週,Y,,3,ジャスタウェイ,Victory Note,,
2,2,ヴァトレニ,セ7,森一,栗東・長谷川,,5.5,2,2,,13.1,456(+8),新潟,77,中10週,Y,,3,グラスワンダー,サンデーサイレンス,,
3,3,ワールドスケール,牡8,黒岩,栗東・村山,差し,66.1,10,7,,13.4,498(+12),福島,56,中7週,Y,,3,ワールドエース,アグネスデジタル,,
4,4,リレーションシップ,牡8,高田,栗東・斉藤崇,先行,8.0,4,5,,13.2,522(+6),新潟,84,中11週,Y,,3,ルーラーシップ,ハーツクライ,,
5,5,マイネルエール,セ6,大江圭,美浦・蛯名利,先行,27.7,8,1,障害3歳以上未勝利,13.1,462(-4),福島,56,中7週,Y,,3,スクリーンヒーロー,ロージズインメイ,,
6,6,ファルヴォーレ,牡7,難波,栗東・高橋忠,差し,19.3,7,,,0.0,470(+18),新潟,84,中11週,Y,,3,ドゥラメンテ,アドマイヤムーン,,
7,6,サイード,セ6,小牧加,栗東・角田,先行,2.2,1,2,,13.7,502(+4),東京,70,中9週,Y,,3,キズナ,ボストンハーバー,,
8,7,ブリヨンカズマ,牡6,江田勇,美浦・高橋文,差し,62.3,9,6,,13.8,518(-10),京都,28,中3週,Y,,3,クロフネ,ルーラーシップ,,
9,7,ハーツシンフォニー,セ8,石神深,美浦・辻,差し,5.7,3,1,,13.1,484(0),新潟,84,中11週,Y,,3,ハーツクライ,Giant's Causeway,,B
10,8,ビップランバン,牡7,中村,栗東・清水久,差し,103.9,11,10,,13.8,490(+8),小倉,336,中47週,Y,Y,3,エイシンフラッシュ,サンデーサイレンス,,
11,8,トーセンアウローラ,牡5,五十嵐,美浦・尾形,,12.5,6,1,障害3歳以上未勝利,13.1,462(+8),新潟,77,中10週,Y,,3,マクマホン,ネオユニヴァース,,
