馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,マルガ,牝3,川田,栗東・須貝,差し,4.8,4,7,,34.2,472(+2),東京,22,中2週,Y,,3,モーリス,キングカメハメハ,,
2,2,ショーリバース,牡3,横山典,美浦・鈴木伸,差し,23.7,6,7,3歳1勝クラス,34.8,508(0),中山,7,連闘,Y,,3,フォーウィールドライブ,ブレイクランアウト,,
3,3,ランズダウンロード,牡3,ルメー,美浦・木村,先行,3.7,2,1,2歳未勝利,35.0,474(0),東京,112,中15週,Y,,2,コントレイル,Medicean,,
4,4,ディールメーカー,牡3,坂井,美浦・大和田,先行,2.8,1,1,3歳未勝利,34.6,498(+4),中山,57,中7週,Y,,2,イスラボニータ,ホワイトマズル,,
5,5,コルテオソレイユ,牡3,戸崎圭,栗東・佐藤悠,先行,4.2,3,11,,36.0,458(0),阪神,77,中10週,Y,,3,ウインブライト,トーセンラー,,
6,6,ニシノセイドウ,牡3,池添,美浦・伊藤大,先行,39.8,8,7,3歳1勝クラス,33.8,448(-4),東京,22,中2週,Y,,3,リーチザクラウン,スクリーンヒーロー,,
7,6,アグネスクレスト,牡3,柴田善,美浦・和田勇,先行,194.1,10,10,,35.3,496(0),小倉,15,中1週,Y,,3,ビッグアーサー,マンハッタンカフェ,,
8,7,ベレーバスク,牝3,丹内,美浦・清水英,先行,27.6,7,8,3歳1勝クラス,34.1,454(0),東京,22,中2週,Y,,3,ベンバトル,マンハッタンカフェ,,
9,7,トリスティ,牝3,佐藤,美浦・伊藤圭,差し,325.9,11,10,3歳1勝クラス,36.3,476(0),東京,14,中1週,Y,,2,ディーマジェスティ,Proudest Romeo,,
10,8,サーディンラン,牡3,佐々木,栗東・武英,,48.1,9,7,,36.4,464(+4),京都,112,中15週,Y,,3,レイデオロ,Fortify,,
11,8,ポペット,牝3,津村,栗東・高橋康,差し,18.2,5,9,,34.6,418(-6),小倉,28,中3週,Y,,3,サトノクラウン,エピファネイア,,
