着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,ホッコーメヴィウス,セ8,60.0,小牧加,3:32.3,,2,3.9,13.1,栗東清水久,472(+4)
2,7,11,サクセッション,セ7,60.0,石神深,3:32.4,1/2,1,3.1,13.1,美浦国枝,528(+10)
3,5,6,パトリック,牡8,60.0,森一,3:32.5,1/2,4,6.7,13.1,栗東岡田,482(0)
4,1,1,リレーションシップ,牡7,60.0,高田,3:32.8,1.3/4,10,30.9,13.1,栗東斉藤崇,520(+2)
5,6,8,ニューツーリズム,セ8,60.0,伴,3:32.8,ハナ,5,8.8,13.1,美浦黒岩,518(-2)
6,8,13,トライフォーリアル,セ7,60.0,五十嵐,3:32.9,3/4,7,24.5,13.1,美浦萩原,486(-6)
7,4,4,ウインチェレステ,牡6,60.0,金子,3:32.9,クビ,9,26.9,13.1,美浦畠山,516(-4)
8,5,7,サペラヴィ,牡7,60.0,江田勇,3:33.1,1.1/4,3,5.9,13.1,美浦南田,474(-10)
9,7,10,エンデュミオン,牡7,60.0,小野寺,3:34.0,5,6,13.7,13.2,栗東清水久,460(+4)
10,8,12,サイード,セ5,60.0,黒岩,3:34.4,2.1/2,8,25.6,13.2,栗東角田,502(+4)
11,6,9,ロンギングバース,セ6,60.0,大江圭,3:35.8,9,11,76.6,13.3,美浦竹内,462(+2)
12,2,2,ダイシンクローバー,セ8,61.0,中村,3:35.9,クビ,12,107.7,13.3,栗東高橋一,492(-4)
13,3,3,マイネルヴァッサー,牡11,60.0,草野,3:36.6,4,13,183.5,13.3,美浦土田,432(+2)
