馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,グランアリエル,牡5,小林勝,美浦・小野,差し,436.4,14,16,,34.8,492(+6),新潟,154,中21週,Y,,3,ビッグアーサー,メジロベイリー,
2,1,ニューフロンティア,牡6,津村,栗東・田中克,差し,44.6,10,5,,36.8,508(+10),阪神,42,中5週,Y,,3,マクフィ,デインヒル,
3,2,ミレヴィーナス,牝5,大野,栗東・茶木,差し,22.5,7,4,,35.2,452(+2),中山,35,中4週,Y,,3,ヘニーヒューズ,マンハッタンカフェ,
4,2,マルカラピッド,牝4,ピーヒ,栗東・今野,差し,22.3,6,4,,36.8,484(-4),阪神,42,中5週,Y,,2,マインドユアビスケッツ,ダイワメジャー,
5,3,メイショウイジゲン,牡6,鮫島良,栗東・牧浦,先行,132.0,13,1,,37.3,456(-6),阪神,27,中3週,Y,,3,クリエイターII,アグネスタキオン,
6,3,グットディール,セ5,戸崎圭,栗東・須貝,追込,7.9,4,2,,35.5,490(0),中山,20,中2週,Y,,3,ビッグアーサー,サンデーサイレンス,
7,4,コスモノアゼット,牡6,木幡巧,美浦・伊藤大,先行,87.5,12,6,,37.0,512(-6),中山,35,中4週,Y,,3,ロージズインメイ,アグネスタキオン,
8,4,ハチメンロッピ,牡4,,美浦・矢野,差し,12.3,5,6,,36.5,510(+10),東京,62,中8週,Y,,3,キンシャサノキセキ,タイキシャトル,
9,5,ウナギノボリ,牡5,田辺,栗東・音無,追込,26.0,8,10,,35.4,476(0),東京,49,中6週,Y,,3,ドレフォン,サンデーサイレンス,
10,5,レヴール,牝5,三浦,美浦・小笠,先行,7.3,3,4,,36.3,484(0),中山,20,中2週,Y,,3,トランセンド,ディープインパクト,
11,6,タマモダイジョッキ,牡6,ルメー,栗東・緒方,差し,3.3,2,2,,36.0,486(+4),京都,55,中7週,Y,,3,ヘニーヒューズ,フジキセキ,
12,6,ビルカール,牡4,柴田善,美浦・水野,先行,50.1,11,1,,37.6,492(+6),中山,28,中3週,Y,,3,ミッキーアイル,ストリートセンス,
14,7,イチザウイナー,牡5,的場,美浦・的場,先行,648.1,15,12,,36.9,482(+10),中山,35,中4週,Y,,2,ヴァンセンヌ,タイムパラドックス,
15,8,ワールズコライド,牡4,キング,美浦・堀,,2.5,1,1,,37.0,538(+4),中山,20,中2週,Y,,3,War Front,Galileo,
16,8,フィーカ,牝5,丸田,美浦・矢野,先行,43.0,9,1,,36.5,492(+10),新潟,83,中11週,Y,,3,ホッコータルマエ,キングヘイロー,
