馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,テイエムエメラルド,牝6,難波,栗東・小椋,差し,23.7,7,11,4歳以上1勝クラス,35.2,462(+2),京都,119,中16週,Y,,3,ロードカナロア,ダンスインザダーク,,
2,2,リュウノハイル,牡3,江田勇,美浦・伊藤伸,差し,105.9,8,12,3歳未勝利,37.5,460(0),東京,84,中11週,Y,,3,オルフェーヴル,アドマイヤムーン,,
3,3,ヒルノショパン,牡5,森一,栗東・昆,差し,5.5,3,8,障害3歳以上未勝利,13.3,444(-2),新潟,29,中3週,Y,,3,ディスクリートキャット,マンハッタンカフェ,,
4,4,ヨドノマックス,牡5,石神深,美浦・矢嶋,差し,10.3,5,6,障害3歳以上未勝利,13.3,464(-2),中京,28,中3週,Y,,2,アドマイヤマックス,タイキシャトル,,
5,5,プリンセスララア,牝7,大江圭,美浦・的場,差し,167.2,9,14,3歳以上1勝クラス,37.1,424(-8),東京,84,中11週,Y,,3,スピルバーグ,ジェネラス,,
6,6,ディベルティール,セ6,中村,栗東・藤野,追込,167.7,10,11,障害3歳以上未勝利,13.9,506(-4),中京,28,中3週,Y,,3,サウスヴィグラス,ゼンノロブロイ,,
7,7,ニシノパプルブリリ,牝4,,美浦・矢野,,3.0,2,3,障害3歳以上未勝利,13.4,480(+4),新潟,21,中2週,Y,,3,ディープブリランテ,アドマイヤオーラ,,
8,7,クラウンアラビアン,牡3,小牧加,栗東・角田,先行,11.6,6,10,3歳未勝利,35.9,472(+4),中京,35,中4週,Y,,3,アルアイン,Tiger Hill,,
9,8,カイトレッド,牝7,上野,美浦・和田雄,,9.2,4,4,障害3歳以上未勝利,13.1,482(0),中京,28,中3週,Y,,3,ゴールドヘイロー,ジャングルポケット,,B
10,8,ザスリーサーティ,牡9,,美浦・尾形,先行,2.5,1,2,障害3歳以上未勝利,13.4,484(0),新潟,21,中2週,Y,,3,ステイゴールド,ヘクタープロテクター,,
