馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ジェミニキング,セ8,小野寺,栗東・庄野,差し,15.7,4,5,4歳以上1勝クラス,37.8,492(0),京都,27,中3週,Y,,3,トランセンド,アグネスデジタル,,B
2,2,エイシンクリック,牡1,黒岩,栗東・坂口,差し,46.7,7,3,,13.8,480(+4),京都,119,中16週,Y,,3,ルーラーシップ,キャロルハウス,,
3,3,マッスルビーチ,牡8,森一,栗東・鈴木孝,差し,33.7,6,3,,13.4,486(-14),阪神,91,中12週,Y,,3,メイショウサムソン,アグネスタキオン,,
4,4,マイネルグロン,牡6,石神深,美浦・青木,先行,1.2,1,1,,13.6,516(0),中山,77,中10週,Y,,3,ゴールドシップ,ブライアンズタイム,,
5,5,トライフォーリアル,セ7,中村,美浦・萩原,先行,146.1,10,8,,13.5,490(0),阪神,91,中12週,Y,,3,リアルインパクト,クロフネ,,
6,6,ニシノデイジー,牡8,五十嵐,美浦・高木,先行,10.3,3,2,,13.6,506(+2),中山,77,中10週,Y,,3,ハービンジャー,アグネスタキオン,,
7,7,ネビーイーム,牡6,小牧加,栗東・佐々木,先行,51.2,8,8,,13.8,534(+4),中山,77,中10週,Y,,3,キズナ,シングスピール,,
8,7,ロックユー,セ6,西谷誠,栗東・中内田,,6.7,2,1,,13.3,448(+10),中山,98,中13週,Y,,3,ディープインパクト,Galileo,,
9,8,ワンダークローバー,牡6,高田,栗東・森田,差し,86.8,9,6,,13.4,470(-8),小倉,35,中4週,Y,,3,ゴールドシップ,キングカメハメハ,,
10,8,エコロデュエル,牡5,草野,美浦・岩戸,差し,16.7,5,3,,13.7,476(+2),中山,77,中10週,Y,,3,キタサンブラック,Giant's Causeway,,
