着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,8,ネーヴェフレスカ,牝3,55.0,北村友,1:34.4,,4,5.5,34.4,栗東石坂,444(+4)
2,7,7,ウォータークラーク,牡3,57.0,武豊,1:34.4,ハナ,3,4.6,34.2,栗東石橋,488(+20)
3,1,1,ダノンキラウェア,牡4,58.0,川田,1:34.5,1,2,3.0,34.3,栗東中内田,476(0)
4,3,3,マルカオペラ,牝4,56.0,津村,1:34.5,クビ,5,18.0,34.4,栗東浜田,484(0)
5,8,9,ルクスジニア,牝3,55.0,池添,1:34.8,1.1/2,1,2.7,35.2,栗東平田,440(-6)
6,5,5,シホノペルフェット,牡3,57.0,ジェル,1:35.0,1.1/4,8,43.5,35.3,栗東寺島,512(+8)
7,6,6,テラステラ,牡5,58.0,坂井,1:35.1,クビ,7,28.6,34.7,栗東矢作,476(-4)
8,8,10,プチプラージュ,牝3,55.0,渡辺竜,1:35.2,1,10,144.7,35.2,地方笹野博,452(0)
9,2,2,ブライティアダイヤ,牝4,56.0,岩田康,1:35.3,1/2,9,111.4,35.3,美浦稲垣,464(0)
10,4,4,トーホウガレオン,牡5,58.0,田口,1:35.6,1.1/2,6,28.3,35.9,栗東谷,528(+16)
