券種,組み合わせ,配当,人気
単勝,3,270,2
複勝,3,110,2
複勝,7,110,1
複勝,2,160,4
枠連,3-7,220,1
馬連,3-7,240,1
ワイド,3-7,150,1
ワイド,2-3,350,6
ワイド,2-7,320,3
馬単,3-7,480,2
3連複,2-3-7,610,2
3連単,3-7-2,2160,5
