コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"15-(13,4)(3,6,7)(1,11)(9,8,14)10(2,16)12,5"
4コーナー,"15(3,13,4)(6,7)(1,11,14)(9,8)(10,16)(2,12)-5"
