馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,チャイボーグ,牝5,高杉,美浦・的場,差し,21.9,9,14,3歳以上1勝クラス,34.5,488(0),中京,14,中1週,Y,,3,シャンハイボビー,スタチューオブリバティ,,
2,1,タマモランプ,牡4,佐野遥,栗東・池添,先行,6.4,3,3,,33.7,466(+22),中京,125,中17週,Y,,3,サトノアラジン,キングカメハメハ,,
3,2,コスモアチーブ,牡3,山本大,美浦・相沢,差し,27.4,11,14,3歳以上1勝クラス,35.9,482(-4),福島,26,中3週,Y,,3,ゴールドシップ,マツリダゴッホ,,
4,2,バースライト,牡3,松本一,栗東・武幸,先行,11.9,7,10,3歳以上1勝クラス,39.7,508(0),新潟,55,中7週,Y,,3,モーリス,ディープインパクト,,
5,3,エイシンジェンマ,牝5,大久保,栗東・中尾,差し,5.0,1,11,3歳以上1勝クラス,33.9,506(-4),中京,14,中1週,Y,,3,コパノリチャード,エイシンデピュティ,,
6,3,ミッキーストライク,牡4,西塚,栗東・矢作,差し,6.6,4,8,3歳以上1勝クラス,33.9,524(-2),中京,14,中1週,Y,,3,ドゥラメンテ,Vale of York,,
7,4,テルケンユミクイン,牝3,谷原,美浦・田島,,24.5,10,15,3歳以上1勝クラス,36.1,516(+6),中京,14,中1週,Y,,3,アルアイン,Pleasantly Perfect,,
8,4,マイネルレグルス,牡4,横山琉,美浦・矢嶋,差し,94.6,13,16,3歳以上1勝クラス,35.7,496(+8),中京,14,中1週,Y,,3,スクリーンヒーロー,ロージズインメイ,,
9,5,メイショウビストロ,牡3,谷内貫,栗東・岡田,差し,7.1,5,10,3歳以上1勝クラス,34.0,444(-2),中京,14,中1週,Y,,3,カリフォルニアクローム,ディープブリランテ,,
10,5,アンビアンス,牝3,土方颯,栗東・清水久,差し,5.6,2,9,3歳以上1勝クラス,34.4,452(-4),京都,48,中6週,Y,,3,キズナ,Successful Appeal,,
11,6,クラウドセイル,牡5,佐藤,美浦・堀内,先行,112.6,15,10,3歳以上1勝クラス,33.9,480(+4),東京,76,中10週,Y,,3,シルバーステート,シンボリクリスエス,,
12,6,アスクデッドヒート,牡3,石田,栗東・矢作,差し,20.8,8,12,3歳以上1勝クラス,34.0,474(+2),中京,14,中1週,Y,,3,ルーラーシップ,ディープインパクト,,
13,7,マハートマーベル,牡3,青海大,栗東・西村,先行,109.8,14,10,,35.4,460(-4),中京,13,中1週,Y,,3,ブリックスアンドモルタル,マンハッタンカフェ,,B
14,7,ヴィーデ,セ3,塩津璃,美浦・戸田,先行,114.8,16,14,3歳以上1勝クラス,39.3,464(-10),中山,13,中1週,Y,,3,ルヴァンスレーヴ,ダンスインザダーク,,B
15,8,モアリジット,牡4,古川奈,栗東・西村,先行,9.1,6,6,3歳以上1勝クラス,36.9,510(+10),札幌,111,中15週,Y,,3,ロードカナロア,Scat Daddy,,B
16,8,トラストエムシー,牡5,神尾香,栗東・北出,先行,32.6,12,10,障害3歳以上未勝利,13.9,434(-2),福島,28,中3週,Y,,3,ブラックタイド,Intikhab,,
