馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,スパルタンエックス,牡3,松若,栗東・東田,逃げ,11.2,5,4,2歳未勝利,36.0,470(-6),阪神,63,中8週,Y,,2,ダノンプレミアム,ゼンノロブロイ,
2,1,トリニタリオ,牡3,菊沢,美浦・勢司,差し,19.4,9,3,3歳未勝利,35.2,424(-2),小倉,13,中1週,Y,,3,ウインブライト,ブラックタイド,
3,2,エイシンニラク,牡3,舟山,美浦・勢司,差し,334.3,16,12,3歳新馬,35.0,470(-2),中山,20,中2週,Y,,1,サトノクラウン,エイシンアポロン,
4,2,ブライスフェアリー,牝3,武藤,美浦・堀内,差し,93.1,13,12,3歳未勝利,36.4,414(-6),小倉,14,中1週,Y,,3,ウインブライト,ナリタトップロード,
5,3,ミエノストロング,牡3,丹内,美浦・上原佑,先行,4.1,2,9,2歳未勝利,36.0,476(-4),中京,56,中7週,Y,,2,シスキン,ディープインパクト,
6,3,ノンブルドール,牡3,亀田,栗東・西園翔,差し,5.4,3,7,3歳未勝利,35.0,436(-4),小倉,20,中2週,Y,,3,レイデオロ,オルフェーヴル,
7,4,ノリマル,牡3,吉田隼,美浦・尾形,先行,3.7,1,2,3歳未勝利,35.4,452(0),小倉,13,中1週,Y,,3,ブリックスアンドモルタル,ヴィクトワールピサ,
8,4,リバージュエル,牝3,今村,美浦・高柳瑞,差し,137.7,15,10,3歳未勝利,33.5,420(+4),小倉,14,中1週,Y,,2,ダノンプレミアム,City Zip,
9,5,クーレスト,牡3,秋山稔,栗東・大根田,差し,133.7,14,7,2歳未勝利,35.5,466(+20),京都,125,中17週,Y,,2,シルバーステート,ゴールドヘイロー,
10,5,ノーブルトレジャー,牝3,国分恭,栗東・牧浦,差し,85.7,12,8,3歳未勝利,35.4,442(-6),小倉,14,中1週,Y,,2,ダノンスマッシュ,アグネスタキオン,
11,6,ナムラヴンダー,牡3,斎藤,栗東・河嶋,差し,17.2,7,7,2歳未勝利,35.0,436(0),阪神,48,中6週,Y,,3,キセキ,トーセンホマレボシ,
12,6,シーズンシート,牝3,野中,美浦・柄崎,差し,388.1,18,15,3歳未勝利,36.4,414(+6),小倉,14,中1週,Y,,3,ヘンリーバローズ,ヴィクトワールピサ,
13,7,グリミスティ,牝3,杉原,栗東・森田,,43.2,11,5,3歳新馬,34.8,448(+2),小倉,21,中2週,Y,,1,アルアイン,マンハッタンカフェ,
14,7,ウインマニフィーク,牡3,石神道,美浦・鈴木慎,先行,18.0,8,6,3歳未勝利,36.5,462(0),小倉,14,中1週,Y,,3,ベンバトル,ステイゴールド,
15,7,シュプリームレルム,牡3,松本,栗東・高野,先行,7.6,4,5,3歳未勝利,35.4,512(-6),小倉,20,中2週,Y,,3,エピファネイア,Dubawi,
16,8,ヒロイックヴァース,牡3,小林脩,美浦・浅利,差し,28.7,10,11,2歳未勝利,35.6,484(-2),中山,56,中7週,Y,,3,ベンバトル,スマートファルコン,
17,8,マイバレンタイン,牡3,丸山,栗東・池江,,14.0,6,,,,520(0),,,,,,,キズナ,Kitten's Joy,
18,8,クータモ,牡3,角田和,栗東・大久保,差し,341.1,17,11,3歳未勝利,35.7,446(-2),小倉,21,中2週,Y,,2,マクフィ,ルーラーシップ,
