券種,組み合わせ,配当,人気
単勝,4,180,1
複勝,4,110,1
複勝,10,150,2
複勝,12,240,5
枠連,4-7,400,1
馬連,4-10,450,1
ワイド,4-10,220,1
ワイド,4-12,480,4
ワイド,10-12,950,12
馬単,4-10,570,1
3連複,4-10-12,2230,4
3連単,4-10-12,4650,5
