着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,11,シェイリーン,牝4,54.0,北村友,1:34.3,,1,3.3,33.9,栗東池添,504(0)
2,7,10,グランディア,セ4,56.0,西村淳,1:34.5,1.1/4,3,4.9,33.9,栗東中内田,480(+2)
3,4,4,トオヤリトセイト,牡7,55.0,松若,1:34.5,クビ,8,22.3,33.8,栗東松下,488(-8)
4,3,3,ロワンディシー,牡5,56.0,藤岡佑,1:34.7,1.1/4,5,10.0,33.6,栗東北出,448(-2)
5,5,6,ヴィアルークス,牡5,56.0,武豊,1:34.9,1.1/4,2,3.6,34.4,栗東藤原,498(-4)
6,5,7,チュウワノキセキ,セ6,56.0,鮫島駿,1:35.0,1/2,6,13.7,34.2,栗東大久保,476(-2)
7,8,12,パーソナルハイ,牝4,54.0,高倉,1:35.2,1,4,9.3,34.7,栗東矢作,462(-2)
8,2,2,リトルクレバー,牡6,55.0,酒井,1:35.2,アタマ,11,71.0,34.4,栗東佐々木,480(+10)
9,1,1,ヴェルトハイム,牝5,53.0,和田竜,1:35.3,クビ,9,23.7,34.0,栗東友道,490(+18)
10,4,5,ヤマニンペダラーダ,牡9,54.0,岩田望,1:35.3,クビ,13,189.0,34.3,栗東中村,484(-8)
11,8,13,メイケイハリアー,牡7,54.0,古川吉,1:35.3,ハナ,12,112.4,35.0,栗東木原,492(0)
12,6,9,スリートップキズナ,牡5,55.0,藤岡康,1:35.5,1.1/4,10,52.7,34.5,美浦伊藤圭,464(+2)
13,6,8,スズカトップバゴ,セ5,55.0,幸,1:36.1,3.1/2,7,15.4,35.4,栗東吉村,464(-2)
