馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,レリジールダモーレ,牝4,横山琉,栗東・高橋忠,差し,7.5,3,5,,36.6,446(+2),函館,126,中17週,Y,,3,キングカメハメハ,フジキセキ,
2,2,クリニクラウン,牝3,菊沢,美浦・小手川,先行,10.0,4,1,3歳以上1勝クラス,37.5,468(-12),中山,43,中5週,Y,,3,トビーズコーナー,ディープブリランテ,
3,2,ニシノオイカゼ,牡5,杉原,美浦・武市,逃げ,93.4,13,9,,35.5,466(-6),中山,42,中5週,Y,,3,ヒルノダムール,ファルブラヴ,
4,3,ロイガヴェーグル,牡3,吉田隼,栗東・浜田,先行,2.5,1,5,,36.7,444(+8),札幌,92,中12週,Y,,3,サトノアラジン,フレンチデピュティ,
5,3,アイアムイチリュウ B,牡6,菅原隆,美浦・奥平,差し,17.7,7,6,4歳以上2勝クラス,39.0,516(-2),中山,304,中42週,Y,Y,3,ルーラーシップ,アグネスタキオン,
6,4,サヴァビアン,牡5,小林凌,栗東・羽月,先行,13.4,6,10,,38.4,436(+6),札幌,77,中10週,Y,,3,カレンブラックヒル,フサイチコンコルド,
7,4,ソールズベリー,牝4,柴山,美浦・竹内,先行,94.7,14,9,,37.6,442(-14),札幌,91,中12週,Y,,3,ダイワメジャー,シンボリクリスエス,
8,5,ニットウライジン,牡3,小林勝,美浦・稲垣,先行,11.9,5,6,,38.4,506(+8),札幌,77,中10週,Y,,3,ダンカーク,キングヘイロー,
9,5,ヴァクストゥーム,牡6,水口,栗東・吉田,差し,27.0,9,5,4歳以上2勝クラス,36.6,464(-4),阪神,232,中32週,Y,Y,3,プリサイスエンド,エルコンドルパサー,
10,6,ファイヴレター,牡6,,美浦・佐藤,追込,136.8,15,12,3歳以上2勝クラス,38.2,458(0),阪神,140,中19週,Y,,3,タイムパラドックス,ネオユニヴァース,
11,6,ネイリッカ,牝4,丹内,美浦・和田勇,,4.2,2,4,3歳以上2勝クラス,39.4,458(+2),中山,43,中5週,Y,,3,メイショウボーラー,クロフネ,
12,7,トゥーサン B,牝4,永島,栗東・吉岡,先行,35.2,11,13,,38.7,456(-2),札幌,70,中9週,Y,,3,キタサンブラック,High Yield,
13,7,タガノリバイバー,牝5,角田和,栗東・大根田,,21.0,8,13,,39.3,502(+4),札幌,105,中14週,Y,,3,マクフィ,フレンチデピュティ,
14,8,メイショウイッコン B,牝5,長岡,栗東・高橋亮,追込,32.0,10,14,,34.9,468(-2),京都,162,中22週,Y,,2,クリエイターII,In the Wings,
15,8,クリノナイスガイ,セ6,嶋田,美浦・石毛,先行,92.3,12,16,,37.3,474(+6),小倉,253,中35週,Y,Y,3,カジノドライヴ,サンデーサイレンス,
