馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エムティリオ,牝3,横山和,美浦・小野,逃げ,42.0,9,8,,33.7,410(-4),新潟,21,中2週,Y,,2,グレーターロンドン,エムオーウイナー,,
2,2,スペルビア,セ4,古川吉,美浦・石栗,差し,58.9,10,8,4歳以上1勝クラス,37.3,450(-6),新潟,21,中2週,Y,,2,エスケンデレヤ,デュランダル,,
3,3,クワイエットアイ,牡3,柴田裕,栗東・中竹,先行,6.1,3,6,,33.7,454(-2),新潟,21,中2週,Y,,3,St Mark's Basilica,ディープインパクト,,
4,4,マインセーラ,牝3,的場,美浦・的場,差し,206.1,12,2,3歳ー2,40.3,426(-13),高知,35,中4週,,,0,アポロケンタッキー,スクリーンヒーロー,,
5,5,コムルヴァン,牝5,丹内,美浦・伊坂,差し,148.6,11,10,フェブラリ,40.6,494(+10),川崎,129,中17週,,,2,ブリックスアンドモルタル,ワイルドラッシュ,,
6,5,ステラノヴァ,牡4,舟山,美浦・水野,先行,21.6,7,16,4歳以上1勝クラス,39.0,454(-12),中京,84,中11週,Y,,1,ベストウォーリア,フジキセキ,,
7,6,キャンドルマス,牡5,小崎,栗東・小崎,差し,10.2,4,10,4歳以上1勝クラス,36.6,506(+12),阪神,84,中11週,Y,,3,パイロ,アドマイヤムーン,,
8,6,ジャスパーノベル,牝4,松本,栗東・森秀,先行,26.2,8,2,JRA交流,39.8,462(+7),園田,44,中5週,,,2,Vekoma,Flatter,,
9,7,シャーンゴッセ,セ6,長浜,美浦・平岩,差し,10.5,5,7,4歳以上1勝クラス,37.6,492(-2),福島,63,中8週,Y,,3,イスラボニータ,ブライアンズタイム,,
10,7,ビップムーラン,牝3,横山武,美浦・田島,,2.6,1,15,3歳1勝クラス,38.7,466(+10),京都,35,中4週,Y,,3,アルアイン,フレンチデピュティ,,
11,8,デアプリームス,牝3,池添,美浦・田島,先行,3.1,2,1,3歳未勝利,37.7,444(+6),中山,97,中13週,Y,,3,Knicks Go,マジェスティックウォリアー,,
12,8,ミッシオーネ,牝4,小林美,美浦・秋本,差し,19.1,6,2,マルチステ,39.4,430(-6),浦和,16,中1週,,,2,ルヴァンスレーヴ,カジノドライヴ,,
