コーナー,通過順
1コーナー,"10=(1,8)14(3,6)15-(4,16)(2,9)7,13(5,12,11)"
2コーナー,"10-(1,8)14(3,6)15-(4,16)-(2,7,9)-13(5,12,11)"
3コーナー,"10-(1,8)14(3,6)15,11(4,16,13)(2,7,9)5,12"
4コーナー,"10(1,8)(3,6,14)(4,16,15)(2,7,11)13(5,9)-12"
