券種,組み合わせ,配当,人気
単勝,16,420,1
複勝,16,160,1
複勝,8,190,3
複勝,3,470,8
枠連,4-8,820,2
馬連,8-16,1330,5
ワイド,8-16,400,2
ワイド,3-16,1670,21
ワイド,3-8,2050,23
馬単,16-8,2560,6
3連複,3-8-16,8700,29
3連単,16-8-3,36930,124
