券種,組み合わせ,配当,人気
単勝,16,640,3
複勝,16,280,3
複勝,13,490,9
複勝,12,380,6
枠連,7-8,950,2
馬連,13-16,6000,24
ワイド,13-16,2210,34
ワイド,12-16,1600,18
ワイド,12-13,2550,40
馬単,16-13,10650,43
3連複,12-13-16,17090,65
3連単,16-13-12,102060,388
