着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,3,ピエマンソン,牡4,58.0,Mデム,1:22.7,,1,2.6,35.5,栗東平田,480(-6)
2,6,11,サンダーバース,セ5,58.0,角田和,1:23.4,4,12,110.2,37.1,栗東井上,472(-6)
3,3,6,ハリーケーン,牡4,58.0,幸,1:23.4,クビ,4,8.7,37.2,栗東大根田,520(-4)
4,1,1,シゲルソロソロ,牝6,56.0,川須,1:23.6,3/4,15,120.1,36.2,栗東谷,486(+6)
5,2,4,ヨリノレジェンド,牡4,58.0,団野,1:23.6,アタマ,3,6.2,36.2,栗東奥村豊,470(+12)
6,5,10,テリフィックプラン,セ5,58.0,吉村,1:23.7,3/4,8,23.9,36.8,美浦古賀大,492(-2)
7,5,9,ルグランヴァン,牡4,58.0,田山,1:24.0,1.3/4,2,4.4,36.1,美浦高木,490(-6)
8,7,14,ナッカーフェイス,牡7,58.0,秋山稔,1:24.0,ハナ,14,117.1,36.4,栗東北出,464(0)
9,1,2,クールブロン,牡6,58.0,亀田,1:24.2,1.1/4,9,32.2,36.5,栗東井上,546(-4)
10,4,7,エムズマインド,牡6,58.0,田口,1:24.3,1/2,7,16.8,37.1,栗東荒川,530(+10)
11,8,15,ギーロカスタル,牡6,58.0,太宰,1:24.4,3/4,16,236.8,35.9,美浦伊藤大,490(+16)
12,3,5,ジャーヴィス,牡6,58.0,コレッ,1:24.9,3,10,36.6,37.2,栗東千田,492(+2)
13,6,12,モンシュマン,牡5,58.0,菱田,1:25.0,クビ,11,47.6,38.6,美浦辻,474(0)
14,8,16,メイショウカシワデ,牡5,58.0,松若,1:25.0,クビ,6,16.2,37.8,栗東角田,446(-6)
15,4,8,クアトロジャック,牡5,58.0,中井,1:25.7,4,13,110.9,38.6,栗東庄野,474(-10)
16,7,13,セミマル,牡6,58.0,西村淳,1:28.8,大,5,11.4,39.2,栗東西村,530(-2)
