馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,デルアヴァー,牡4,西村淳,栗東・松永幹,差し,5.1,3,3,,36.5,492(+4),中山,20,中2週,Y,,3,Frankel,Smart Strike,,
2,2,マイノワール,牡5,浜中,栗東・笹田,差し,13.7,6,3,,36.1,478(0),中京,27,中3週,Y,,3,マインドユアビスケッツ,ハービンジャー,,
3,3,ペンナヴェローチェ,牡5,団野,栗東・須貝,差し,8.3,4,3,,36.5,502(+4),阪神,13,中1週,Y,,3,キズナ,エンパイアメーカー,,
4,4,ピエマンソン,牡4,,栗東・平田,先行,12.8,5,9,,36.7,486(-2),中京,35,中4週,Y,,3,ジャスタウェイ,エンパイアメーカー,,
5,5,ショウサンジョージ,牡4,国分優,栗東・松下,先行,43.8,10,1,4歳以上2勝クラス,36.5,494(-6),京都,90,中12週,Y,,3,モズアスコット,Grand Slam,,
6,6,ケイアイメキラ,セ6,藤懸,栗東・秋山,差し,90.3,11,1,4歳以上2勝クラス,37.1,498(+4),阪神,41,中5週,Y,,3,パイロ,クロフネ,,
7,6,プルナチャンドラ,牡5,酒井,美浦・小野,差し,35.4,9,1,,38.5,516(+4),中山,91,中12週,Y,,3,アニマルキングダム,オペラハウス,,B
8,7,プロミシングスター,牡5,田口,栗東・高橋忠,先行,23.1,8,11,,37.7,454(-4),阪神,125,中17週,Y,,3,マジェスティックウォリアー,アドマイヤムーン,,
9,7,タガノマカシヤ,牡4,岩田望,栗東・中村,,3.2,2,2,,36.8,512(+6),阪神,55,中7週,Y,,3,アメリカンペイトリオット,フジキセキ,,
10,8,パシアンジャン,牡5,松山,栗東・鈴木孝,差し,3.2,1,3,,36.6,464(-2),京都,103,中14週,Y,,3,シニスターミニスター,ゴールドアリュール,,
11,8,アラレタバシル,牡5,鮫島駿,美浦・松尾,差し,16.2,7,4,,37.3,464(0),中京,27,中3週,Y,,3,ケープブランコ,デュランダル,,B
