コーナー,通過順
1コーナー,"3-(2,7)6-4,1,5"
2コーナー,"3-(2,7)6-4(1,5)"
3コーナー,"(*3,4)(2,7,6)-(1,5)"
4コーナー,"(*4,6)(3,7)(2,5)1"
