コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*5,15)11(10,13)2,4(1,14,16)-8(3,9)(6,12)-7"
4コーナー,"(*5,15)11(10,13)(2,4,16)1(14,8)(3,9)(6,12)7"
