馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スズカキング,牡8,小野寺,栗東・谷,逃げ,36.6,8,1,障害4歳以上未勝利,13.5,450(-8),小倉,35,中4週,Y,,3,キズナ,Numerous,,
2,2,ルレーヴドゥリリ,牝8,中村,美浦・田中剛,差し,141.9,13,7,,13.7,526(-2),中山,75,中10週,Y,,3,ルーラーシップ,スペシャルウィーク,,
3,3,ヤマタケアオイバラ,牡5,水沼,美浦・萱野,差し,246.2,14,13,,13.9,458(-8),中山,75,中10週,Y,,3,ジャスタウェイ,アルカセット,,
4,3,ケンアンビシャス,牡7,西谷誠,美浦・久保田,先行,63.7,11,2,,13.6,476(-6),京都,98,中13週,Y,,3,トゥザワールド,モルフェデスペクタ,,
5,4,ブラックボイス,牡6,五十嵐,美浦・宮田,先行,13.7,5,7,,13.4,512(-6),小倉,35,中4週,Y,,3,ブラックタイド,Giant's Causeway,,
6,4,ビートザレコード,牡6,草野,美浦・戸田,差し,27.8,7,7,4歳以上1勝クラス,39.1,484(+8),京都,35,中4週,Y,,3,ジャスタウェイ,Victory Note,,
7,5,ウン,牡6,森一,栗東・吉田,差し,16.6,6,1,障害4歳以上未勝利,13.7,492(+10),小倉,42,中5週,Y,,3,キタサンブラック,Malibu Moon,,
8,5,バーンパッション,牡8,大江圭,美浦・天間,先行,42.4,10,1,障害3歳以上未勝利,13.7,490(+4),京都,84,中11週,Y,,3,エイシンフラッシュ,ダイワメジャー,,
9,6,インディゴブラック,セ6,小坂,栗東・奥村豊,,5.5,3,3,,13.5,516(-8),中山,75,中10週,Y,,3,キタサンブラック,Bernardini,,
10,6,ゴールドブリーズ,牡7,石神深,美浦・深山,先行,42.1,9,4,,13.7,516(+2),京都,105,中14週,Y,,3,トゥザワールド,スターリングローズ,,
11,7,インプレス,牡6,小牧加,栗東・佐々木,先行,1.9,1,1,,13.6,526(0),京都,105,中14週,Y,,3,キズナ,Dr Fong,,
12,7,フェーレンベルク,牡5,上野,美浦・千葉,差し,5.2,2,1,,13.5,492(-2),中山,75,中10週,Y,,3,エイシンフラッシュ,マツリダゴッホ,,
13,8,ロードトゥフェイム,セ7,,美浦・尾形,先行,11.5,4,,,0.0,502(+4),中山,91,中12週,Y,,3,マツリダゴッホ,ホワイトマズル,,
14,8,マケルナマサムネ,牡7,難波,栗東・畑端,先行,98.9,12,5,,13.4,484(0),小倉,49,中6週,Y,,3,ディープブリランテ,ジャングルポケット,,
