券種,組み合わせ,配当,人気
単勝,2,120,1
複勝,2,110,1
複勝,6,170,4
複勝,1,190,5
馬連,2-6,720,4
ワイド,2-6,330,4
ワイド,1-2,300,3
ワイド,1-6,1230,15
馬単,2-6,890,5
3連複,1-2-6,1670,8
3連単,2-6-1,4310,20
