馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スカイレックス,牡3,団野,美浦・斎藤誠,先行,147.8,15,1,3歳未勝利,39.9,490(+2),中山,50,中6週,Y,,3,ヴァンゴッホ,スペシャルウィーク,,
2,1,ランブリングマン,牡3,戸崎圭,栗東・前川,先行,71.3,11,1,JRA交流,39.4,476(-2),園田,46,中6週,,,2,アポロケンタッキー,アドマイヤムーン,,
3,2,オトシダマ,牝3,柴田大,美浦・金成,先行,144.6,14,11,3歳1勝クラス,40.6,484(-2),中山,57,中7週,Y,,3,ニューイヤーズデイ,エンドスウィープ,,
4,2,マッドゲイル,牡3,石橋脩,美浦・上原佑,差し,26.4,7,6,3歳1勝クラス,38.0,454(-2),中京,57,中7週,Y,,3,ルヴァンスレーヴ,ダイワメジャー,,
5,3,ミスターキャンベラ,牡3,横山武,美浦・稲垣,,5.6,3,1,3歳未勝利,38.4,524(+4),中山,35,中4週,Y,,3,クリソベリル,エンパイアメーカー,,
6,3,エクセルクラウン,牡3,横山和,美浦・菊沢,先行,64.0,10,11,3歳1勝クラス,38.6,484(+2),中山,35,中4週,Y,,3,サトノアラジン,Super Saver,,
7,4,シューティングガイ,牡3,斎藤,美浦・斎藤誠,,37.6,9,1,3歳未勝利,37.9,498(+6),福島,29,中3週,Y,,3,マジェスティックウォリアー,キングカメハメハ,,
8,4,オルブライト,牡3,大野,美浦・杉浦,差し,34.9,8,8,3歳1勝クラス,39.2,486(+10),京都,84,中11週,Y,,3,オルフェーヴル,キングカメハメハ,,B
9,5,イーグルロック,牡3,岩田望,美浦・相沢,逃げ,8.1,5,1,3歳未勝利,39.8,554(-6),中山,49,中6週,Y,,2,ナダル,ハービンジャー,,
10,5,イルカンダ,牝3,松山,栗東・小崎,,87.3,12,1,3歳未勝利,39.4,518(0),阪神,29,中3週,Y,,3,クリソベリル,Tiznow,,
11,6,メイショウペイト,牡3,加藤,栗東・梅田,差し,11.5,6,4,3歳1勝クラス,36.4,522(+4),阪神,29,中3週,Y,,3,アメリカンペイトリオット,エンパイアメーカー,,
12,6,ケイツーリーブル,牝3,津村,美浦・千葉,差し,5.2,2,2,3歳1勝クラス,37.4,450(+8),阪神,22,中2週,Y,,2,ジャスタウェイ,クロフネ,,
13,7,キタノエピックアン,牝3,菅原明,美浦・萱野,先行,120.7,13,1,3歳未勝利,38.9,456(+6),中山,35,中4週,Y,,3,ベストウォーリア,ハービンジャー,,
14,7,アスクドゥチャンプ,牡3,西塚,栗東・藤原,差し,7.1,4,3,3歳1勝クラス,37.0,490(0),阪神,29,中3週,Y,,3,Essential Quality,Epaulette,,B
15,8,スターシップ,牡3,松若,栗東・高柳大,差し,188.1,16,13,3歳1勝クラス,41.1,536(-4),阪神,49,中6週,Y,,1,ラブリーデイ,カジノドライヴ,,
16,8,ビービーアジャイル,牡3,ルメー,美浦・中舘,先行,2.6,1,1,3歳未勝利,38.3,486(-2),中山,50,中6週,Y,,3,サンダースノー,ゴールドアリュール,,B
