コーナー,通過順
1コーナー,
2コーナー,"3,9,11(2,5)6(1,10)8(4,7)"
3コーナー,"3-(9,11)(2,5)1,6(8,10)(4,7)"
4コーナー,"3,9,11(2,5,1)(8,10,7,6)4"
