券種,組み合わせ,配当,人気
単勝,7,570,2
複勝,7,150,2
複勝,11,110,1
複勝,1,210,5
枠連,6-8,290,1
馬連,7-11,390,1
ワイド,7-11,200,1
ワイド,1-7,850,11
ワイド,1-11,340,4
馬単,7-11,1080,4
3連複,1-7-11,1270,5
3連単,7-11-1,8170,27
