着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,6,コーチェラバレー,牡3,56.0,Cデム,2:33.6,,2,3.6,35.7,栗東安田,436(-2)
2,5,8,ピックデムッシュ,牡3,56.0,ルメー,2:33.8,1.1/2,1,2.3,35.5,美浦鹿戸,462(+2)
3,6,9,オストラヴァ,牡3,54.0,津村,2:33.9,クビ,4,9.1,36.2,美浦林,480(+10)
4,7,12,フィーリウス,牡3,55.0,マーカ,2:33.9,ハナ,3,4.3,36.4,美浦手塚久,512(+2)
5,3,4,ウインマイルート,牡6,56.0,丹内,2:34.1,1.1/2,12,175.8,36.0,美浦鈴木慎,450(0)
6,2,2,エコロレイズ,牡4,56.0,菅原明,2:34.2,1/2,7,36.3,36.4,美浦岩戸,504(0)
7,8,14,オウケンボルト,牡6,54.0,北村友,2:34.2,ハナ,13,202.1,35.8,美浦土田,456(-2)
8,7,11,ショウナンガチ,牡4,55.0,池添,2:34.2,アタマ,10,89.2,35.7,栗東須貝,504(-2)
9,4,5,ラーシャローム,牡3,54.0,長浜,2:34.4,1.1/4,9,75.7,35.9,美浦奥村武,480(+10)
10,8,13,リギーロ,牡3,55.0,佐々木,2:34.7,1.1/2,6,27.2,37.0,美浦栗田,476(0)
11,3,3,ソワドリヨン,牝5,53.0,舟山,2:34.8,3/4,11,123.9,37.0,美浦古賀,486(+2)
12,5,7,セイウンパシュート,牡5,55.0,プーシ,2:34.8,クビ,8,70.1,36.8,美浦上原博,474(-2)
13,1,1,ボンドロア,牡3,54.0,横山典,2:37.4,大,5,11.8,39.9,栗東松永幹,470(+6)
14,6,10,サツキスマイル,牝5,50.0,佐藤,2:39.1,10,14,372.2,39.4,美浦石栗,422(+12)
