着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,アスターブジエ,牡4,58.0,西村淳,2:40.3,,1,3.5,36.5,栗東中竹,462(0)
2,1,1,ヴァンデスト,牝5,56.0,永島,2:41.1,5,7,32.0,36.5,栗東藤沢,414(-8)
3,4,4,ティータイム,牝4,56.0,田口,2:41.4,1.1/2,8,43.9,37.3,栗東長谷川,446(+2)
4,5,5,ウォータープイプイ,牝3,52.0,幸,2:41.4,アタマ,3,4.2,36.9,栗東岡田,450(-4)
5,6,6,ラブカ,牡3,54.0,小沢,2:42.2,5,5,10.7,37.8,栗東今野,450(-2)
6,7,9,ダノンクロム,牡4,58.0,松若,2:42.2,クビ,6,11.1,38.3,栗東音無,506(-4)
7,3,3,ショウナンハウル,牡3,54.0,松山,2:42.3,1/2,2,4.0,38.1,栗東松下,488(-8)
8,7,8,シャスティフォル,牡4,58.0,和田竜,2:42.4,クビ,10,68.8,38.1,栗東友道,532(-14)
9,8,11,エレアイム,牝5,56.0,酒井,2:43.0,3.1/2,11,93.8,38.7,栗東小椋,492(0)
10,8,10,ハナビマンカイ,セ7,58.0,団野,2:44.0,6,9,59.2,39.7,栗東坂口,428(-16)
11,2,2,ラファミリア,牡3,54.0,坂井,2:44.2,1,4,4.8,40.3,栗東矢作,514(+18)
