券種,組み合わせ,配当,人気
単勝,10,430,2
複勝,10,190,3
複勝,9,150,1
複勝,14,4210,16
枠連,5-5,1030,6
馬連,9-10,1100,3
ワイド,9-10,450,3
ワイド,10-14,25840,89
ワイド,9-14,14850,72
馬単,10-9,2280,7
3連複,9-10-14,104250,174
3連単,10-9-14,406440,744
