券種,組み合わせ,配当,人気
単勝,5,950,5
複勝,5,240,6
複勝,1,190,4
複勝,3,150,3
枠連,1-5,2550,13
馬連,1-5,2160,12
ワイド,1-5,550,10
ワイド,3-5,620,12
ワイド,1-3,430,7
馬単,5-1,4220,23
3連複,1-3-5,2400,13
3連単,5-1-3,22110,100
