馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,コパノサントス,牡6,西塚,栗東・梅田,差し,99.5,11,10,,37.6,480(+12),阪神,413,中58週,Y,Y,3,イスラボニータ,ハービンジャー,
2,2,バトルボーン,牡7,ルメー,美浦・林,先行,3.2,2,3,,35.3,506(+2),小倉,91,中12週,Y,,3,シルバーステート,ジャングルポケット,
3,3,ラスカンブレス,セ5,レーン,美浦・林,差し,19.4,6,11,,34.8,474(-20),中山,155,中21週,Y,,3,ブリックスアンドモルタル,マンハッタンカフェ,
4,4,ワイドエンペラー,牡8,ディー,栗東・藤岡健,差し,49.7,9,15,,34.3,492(-4),東京,182,中25週,Y,Y,3,ルーラーシップ,アグネスタキオン,
5,5,ゴールデンスナップ,牝6,浜中,栗東・田中克,差し,14.9,5,3,,,,フレミントン,183,中25週,,Y,1,ゴールドシップ,タニノギムレット,
6,5,ドクタードリトル,牡6,団野,栗東・今野,差し,31.8,7,4,,33.5,464(+4),阪神,29,中3週,Y,,3,デクラレーションオブウォー,キングカメハメハ,
7,6,マンマリアーレ,牝6,吉田豊,美浦・高木,差し,138.6,12,11,,35.3,474(+2),福島,28,中3週,Y,,3,ゴールドシップ,Bernardini,
8,6,マイネルケレリウス,牡6,松岡,美浦・奥村武,追込,9.9,4,6,,35.8,438(-4),中山,43,中5週,Y,,3,ルーラーシップ,アグネスタキオン,
9,7,マイネルメモリー B,牡6,横山武,栗東・宮,追込,65.9,10,10,,34.3,464(-14),阪神,29,中3週,Y,,3,ゴールドシップ,スターオブコジーン,
10,7,シャイニングソード,牡5,西村淳,栗東・中内田,差し,2.6,1,5,,36.1,518(0),中山,43,中5週,Y,,3,Frankel,Monsun,
11,8,グランドカリナン B,牡6,坂井,美浦・田島,,42.6,8,5,,34.5,456(+4),阪神,29,中3週,Y,,3,リアルインパクト,マンハッタンカフェ,
12,8,ウエストナウ,牡5,高杉,栗東・寺島,差し,4.0,3,2,,33.3,496(-4),阪神,29,中3週,Y,,3,キズナ,Frankel,
