着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,9,テスティモーネ,牡3,56.0,古川吉,1:50.9,,1,3.3,36.9,栗東大根田,520(+2)
2,4,6,バッケンレコード,牡3,56.0,太宰,1:51.0,クビ,6,10.7,36.8,栗東秋山,490(+2)
3,1,1,クリノフィガロ,牡4,58.0,岩田望,1:51.4,2.1/2,5,8.4,36.9,栗東荒川,496(0)
4,2,2,プルナチャンドラ,牡4,58.0,酒井,1:51.5,3/4,11,44.0,36.8,美浦小野,506(-18)
5,7,12,アンバードール,牡4,58.0,川田,1:51.7,1.1/2,3,6.3,37.3,栗東吉岡,508(+4)
6,3,3,ポッドフォルク,牡3,56.0,松山,1:52.1,2,7,16.0,38.4,栗東西園正,492(0)
7,4,5,メイショウマントル,牡7,58.0,高倉,1:52.2,1/2,14,129.2,37.3,栗東安達,512(0)
8,5,8,アーロンイメル,牡4,58.0,藤懸,1:52.3,クビ,8,16.5,38.8,栗東高橋一,500(+4)
9,3,4,ストップヤーニング,牡3,56.0,高杉,1:52.5,1,2,5.5,37.9,栗東羽月,436(-6)
10,7,11,インペリアルライン,セ6,58.0,丹内,1:52.7,1.1/2,10,39.0,36.2,美浦中舘,474(-2)
11,6,10,アリエスキング,牡4,58.0,田口,1:53.0,2,4,6.4,38.5,栗東庄野,470(+8)
12,5,7,タガノマルアフ,牡3,56.0,横山武,1:53.6,3.1/2,12,63.6,38.6,栗東角田,480(+4)
13,8,14,トーレ,牡4,58.0,松若,1:54.0,2.1/2,9,24.4,40.2,栗東高橋亮,492(-6)
14,8,13,ヴォルスター,牡4,58.0,吉村,1:54.3,1.3/4,13,115.7,40.3,栗東清水久,434(0)
