コーナー,通過順
1コーナー,"(*2,7)(5,14)1(9,12)(8,11)(3,6)(10,15)-13,4-16"
2コーナー,"(*2,7)(1,5,14)(9,12)-8,11,3,6,10-15-13-4-16"
3コーナー,"2(7,14)(1,5,12,6)9,11(8,10)3,15-13-(4,16)"
4コーナー,"(*2,14)(1,6)(9,12)(11,10)(7,3,15)8,5(13,16)-4"
