券種,組み合わせ,配当,人気
単勝,10,440,2
複勝,10,180,1
複勝,6,290,5
複勝,2,340,7
枠連,3-5,940,4
馬連,6-10,2360,8
ワイド,6-10,940,8
ワイド,2-10,1240,13
ワイド,2-6,1850,26
馬単,10-6,4900,16
3連複,2-6-10,12220,47
3連単,10-6-2,59690,231
