着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,6,セルバーグ,牡4,58.0,岩田望,1:34.0,,3,6.3,34.3,栗東鈴木孝,438(0)
2,1,1,サマートゥリスト,牝5,56.0,松田,1:34.2,1.1/2,8,29.4,34.1,栗東藤原,472(-10)
3,3,3,ショウナンアレス,牡5,58.0,池添,1:34.5,1.3/4,4,6.5,34.7,栗東池添兼,546(-2)
4,3,4,オールイズウェル,牡7,58.0,酒井,1:34.5,クビ,12,78.7,34.6,栗東佐々木,502(+10)
5,2,2,ベジャール,牡4,58.0,岩田康,1:34.6,クビ,6,8.7,34.2,美浦田中博,564(-2)
6,6,9,シャンブル,牝5,56.0,角田河,1:34.6,アタマ,11,63.7,34.4,栗東吉村,490(0)
7,4,5,メモリーレゾン,牝4,56.0,古川吉,1:34.9,2,2,4.0,34.8,栗東長谷川,454(+8)
8,7,11,カワキタレブリー,牡4,58.0,松山,1:35.1,1.1/4,5,6.9,34.8,栗東杉山佳,444(0)
9,5,7,アステロイドベルト,セ6,58.0,荻野極,1:35.2,クビ,9,30.6,34.6,栗東池江,492(+4)
10,8,14,アルナシーム,牡4,58.0,鮫島駿,1:35.2,ハナ,1,3.8,34.4,栗東橋口,446(+6)
11,5,8,メイショウシンタケ,牡5,58.0,横山典,1:35.3,1/2,10,54.0,34.2,栗東千田,486(+2)
12,8,13,トーホウディアス,牡5,58.0,秋山真,1:35.4,3/4,7,20.9,35.1,栗東南井,462(0)
13,6,10,アイリッシュムーン,牝5,56.0,国分恭,1:35.7,1.3/4,13,192.2,34.7,美浦武井,486(0)
14,7,12,スズカカナロア,牡7,58.0,藤岡康,1:35.9,1.1/4,14,247.2,35.3,栗東橋田,504(-2)
