着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,10,トラマンダーレ,牡4,58.0,ルメー,1:32.1,,2,4.4,32.7,美浦鹿戸,512(+2)
2,3,6,エポックヴィーナス,牝3,53.0,和田竜,1:32.2,3/4,3,7.8,33.0,栗東新谷,434(-2)
3,1,2,ワンダイレクト,牡4,58.0,Mデム,1:32.4,1,8,16.5,33.4,栗東藤岡,452(0)
4,7,13,アンリーロード,牝4,56.0,西村淳,1:32.7,1.3/4,6,11.9,33.2,栗東茶木,470(-6)
5,8,18,ケイデンシーマーク,牝4,56.0,川田,1:32.8,1,5,8.4,33.2,栗東福永,450(+8)
6,3,5,ルージュスエルテ,牝3,53.0,坂井,1:32.9,クビ,1,3.7,34.2,美浦国枝,476(+8)
7,1,1,ベレザニーニャ,牝4,56.0,小崎,1:32.9,アタマ,18,202.0,33.9,栗東小崎,474(-6)
7,2,4,アルゲンテウス,セ5,58.0,横山琉,1:32.9,アタマ,12,94.1,33.4,美浦小島,466(-4)
7,8,16,ダノンキラウェア,牡3,55.0,石橋脩,1:32.9,アタマ,10,20.7,33.6,栗東中内田,458(-4)
10,4,7,グラニット,牡4,58.0,嶋田,1:32.9,アタマ,9,20.6,34.1,美浦大和田,460(+2)
11,2,3,イズンシーラブリー,牝6,56.0,石川,1:33.1,1.1/4,13,152.0,33.9,美浦加藤征,434(+4)
12,7,14,ルカン,牝4,56.0,団野,1:33.2,1/2,15,162.8,33.5,栗東藤野,414(0)
13,4,8,スイープアワーズ,牡4,58.0,戸崎圭,1:33.3,3/4,4,7.9,33.1,栗東友道,446(-2)
14,5,9,クロニクルノヴァ,セ5,58.0,小沢,1:33.5,1.1/4,17,195.2,34.5,栗東小栗,476(+2)
15,6,11,サトノスカイターフ,牡6,58.0,松山,1:33.5,クビ,11,38.8,33.7,栗東池江,506(+4)
16,6,12,スペクトログラム,牡5,58.0,荻野極,1:34.0,3,14,153.7,33.7,栗東池江,506(+2)
17,7,15,トーセンサウダージ,牡4,58.0,佐藤,1:34.0,ハナ,16,171.0,34.2,美浦杉浦,516(-4)
18,8,17,カズミクラーシュ,牡3,55.0,幸,1:34.2,3/4,7,12.4,35.1,栗東吉岡,488(-4)
