着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,ウィズユアドリーム,牡3,55.0,松山,1:59.9,,3,3.7,34.0,栗東吉岡,496(0)
2,5,5,セブンマジシャン,牡3,55.0,西村淳,2:00.0,3/4,1,2.7,33.5,栗東高野,488(+2)
3,7,9,ファベル,牡4,58.0,坂井,2:00.2,3/4,2,3.5,34.2,栗東友道,438(0)
4,7,8,ブレイヴロッカー,牡3,55.0,藤岡康,2:00.3,3/4,4,5.6,34.0,栗東本田,460(0)
5,2,2,エヴィダンシア,牡4,58.0,荻野極,2:00.3,クビ,7,37.8,34.1,栗東藤原,486(-6)
6,8,10,ウインミニヨン,牝5,56.0,松若,2:00.7,2.1/2,5,14.2,34.3,栗東長谷川,422(-6)
7,4,4,セグレドスペリオル,牡7,58.0,藤懸,2:00.9,1,9,110.9,34.1,栗東宮本,466(-2)
8,6,6,テーオーソロス,牡5,58.0,泉谷,2:00.9,アタマ,8,38.8,34.2,栗東宮,462(+4)
9,3,3,カイザー,牡4,58.0,岩田望,2:00.9,ハナ,6,37.0,34.5,栗東森田,468(-6)
10,8,11,カサデガ,牡5,58.0,今村,2:01.8,5,10,167.7,34.8,栗東寺島,456(-6)
取消,1,1,マイネルエニグマ,牡5,58.0,和田竜,,,,,,栗東吉田,
