馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,セイウンデイスター,牡4,上野,美浦・萱野,差し,59.7,9,6,障害4歳以上未勝利,13.6,444(-16),小倉,78,中10週,Y,,3,カレンブラックヒル,アドマイヤムーン,,
2,2,ケンアンビシャス,牡6,五十嵐,美浦・久保田,先行,2.7,1,3,障害4歳以上未勝利,13.5,476(-2),小倉,71,中9週,Y,,3,トゥザワールド,モルフェデスペクタ,,
3,3,ブライトファントム,牡4,水沼,美浦・本間,差し,82.7,10,7,障害4歳以上未勝利,14.5,508(-10),阪神,36,中4週,Y,,3,カレンブラックヒル,フレンチデピュティ,,
4,4,ウインエタンセル,牡4,小野寺,栗東・西園翔,追込,26.0,8,9,障害4歳以上未勝利,13.9,490(-20),小倉,64,中8週,Y,,3,ビーチパトロール,ブラックホーク,,
5,5,テイエムマジック,牡6,石神深,栗東・鈴木孝,差し,5.4,3,6,障害4歳以上未勝利,13.3,508(-8),福島,21,中2週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,,
6,6,ダノンピーカブー,牡5,森一,栗東・大久保,追込,7.6,4,8,4歳以上2勝クラス,38.5,484(+4),中山,42,中5週,Y,,3,Kitten's Joy,Tapit,,
7,7,アルファインディ,牡4,坂口,美浦・武藤,差し,13.0,7,5,障害4歳以上未勝利,13.3,440(-2),福島,22,中2週,Y,,3,モーリス,ディープインパクト,,B
8,7,トーセントラム,牡4,大江圭,美浦・佐藤吉,追込,9.2,5,8,4歳以上2勝クラス,34.5,444(-4),中山,36,中4週,Y,,3,ヴァンキッシュラン,Dubai Destination,,
9,8,エナジーポコアポコ,牡4,中村,栗東・高柳大,,11.9,6,7,障害4歳以上未勝利,13.7,472(+2),中山,49,中6週,Y,,3,ビーチパトロール,サクラバクシンオー,,
10,8,ゼンカイテン,牡5,,美浦・矢野,先行,4.2,2,11,,38.7,478(+4),小倉,85,中11週,Y,,3,ザファクター,ケイムホーム,,
