着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,2,ダノンラスター,セ7,57.0,ルメー,2:09.3,,2,4.4,35.9,美浦堀,464(-2)
2,8,15,ヘラルドバローズ,牡4,57.0,戸崎圭,2:09.4,1/2,5,10.0,36.4,栗東寺島,496(+2)
3,3,5,レッドファーロ,牡4,57.0,横山典,2:09.8,2.1/2,1,2.8,36.5,栗東松永幹,512(-4)
4,6,11,ペルセウスシチー,牡6,57.0,石川,2:10.0,1.1/4,15,320.8,37.1,美浦池上,478(+4)
5,1,1,アーテルアストレア,牝4,55.0,菱田,2:10.0,ハナ,10,32.2,36.5,栗東橋口,456(-6)
6,6,12,テンカハル,牡5,57.0,内田博,2:10.2,1,4,7.0,35.9,栗東矢作,500(+2)
7,5,10,ハイエンド,牡4,57.0,北村宏,2:10.2,クビ,12,96.7,37.0,栗東清水久,526(-8)
8,5,9,キタノヴィジョン,牡6,58.0,江田照,2:10.4,1.1/4,6,15.0,36.8,美浦萱野,486(-2)
9,2,3,ヒロイックテイル,セ6,58.0,松田,2:10.5,クビ,8,24.3,37.7,栗東本田,486(-8)
10,3,6,トゥーフェイス,牡5,57.0,三浦,2:10.7,1.1/2,9,30.3,36.8,美浦新開,494(-6)
11,7,14,ディクテオン,セ5,58.0,菅原明,2:10.9,3/4,3,5.9,36.2,栗東吉岡,498(+4)
12,4,7,キスラー,牡7,57.0,永野,2:10.9,アタマ,13,163.3,36.4,栗東池江,476(-8)
13,8,16,バイシュラバナ,セ6,57.0,Mデム,2:11.4,3,7,17.5,37.4,美浦久保田,468(-4)
14,2,4,ラストマン,牡6,57.0,大野,2:12.5,7,16,357.1,39.1,美浦戸田,484(-2)
15,7,13,ヴィジョンオブラヴ,牡8,57.0,丸田,2:12.5,クビ,14,213.6,38.1,美浦新開,512(+4)
16,4,8,カウディーリョ,セ7,58.0,田辺,2:12.9,2.1/2,11,96.1,39.1,美浦堀,444(-18)
