券種,組み合わせ,配当,人気
単勝,5,140,1
複勝,5,110,1
複勝,12,180,2
複勝,13,1090,15
枠連,3-6,490,2
馬連,5-12,590,1
ワイド,5-12,300,1
ワイド,5-13,2610,27
ワイド,12-13,8810,60
馬単,5-12,680,1
3連複,5-12-13,16840,53
3連単,5-12-13,34140,98
