馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジャスティンパレス,牡4,ルメー,栗東・杉山晴,先行,4.3,2,1,,34.2,472(0),阪神,42,中5週,Y,,3,ディープインパクト,Royal Anthem,
2,1,ディープモンスター,牡5,浜中,栗東・池江,差し,101.5,9,5,,34.7,462(+2),中京,49,中6週,Y,,3,ディープインパクト,Bellamy Road,
3,2,タイトルホルダー,牡5,横山和,美浦・栗田,,1.7,1,1,,36.8,474(-4),中山,36,中4週,Y,,2,ドゥラメンテ,Motivator,
4,2,メロディーレーン,牝7,,栗東・森田,差し,243.0,14,11,,35.4,354(-4),阪神,42,中5週,Y,,3,オルフェーヴル,Motivator,
5,3,アイアンバローズ,牡6,坂井,栗東・上村,先行,306.5,16,7,,35.1,508(-4),阪神,42,中5週,Y,,3,オルフェーヴル,Royal Anthem,
6,3,アスクビクターモア,牡4,横山武,美浦・田村,先行,6.9,4,9,,38.2,482(0),中山,36,中4週,Y,,3,ディープインパクト,Rainbow Quest,
7,4,ディープボンド,牡6,和田竜,栗東・大久保,先行,22.5,5,5,,34.7,504(-10),阪神,42,中5週,Y,,2,キズナ,キングヘイロー,
8,4,トーセンカンビーナ,牡7,岩田望,美浦・加藤征,追込,482.6,17,8,,36.6,478(-8),東京,71,中9週,Y,,3,ディープインパクト,Hawk Wing,
9,5,ヒュミドール,セ7,武豊,美浦・小手川,差し,107.7,10,2,,35.7,468(0),東京,71,中9週,Y,,3,オルフェーヴル,チチカステナンゴ,
10,5,サンレイポケット,牡8,Ｍデム,栗東・高橋忠,差し,267.5,15,6,,34.6,480(+2),阪神,42,中5週,Y,,3,ジャングルポケット,ワイルドラッシュ,
11,6,ディアスティマ B,牡6,北村友,栗東・高野,逃げ,150.1,11,3,,38.0,496(+4),中山,36,中4週,Y,,3,ディープインパクト,ストリートセンス,
12,6,ブレークアップ,牡5,松山,栗東・吉岡,先行,45.8,7,3,,34.3,496(+2),阪神,42,中5週,Y,,3,ノヴェリスト,クロフネ,
13,7,ボルドグフーシュ,牡4,川田,栗東・宮本,追込,6.7,3,2,,34.4,500(0),阪神,42,中5週,Y,,3,スクリーンヒーロー,Layman,
14,7,マテンロウレオ,牡4,横山典,栗東・昆,先行,97.3,8,4,,35.4,474(-2),阪神,28,中3週,Y,,3,ハーツクライ,ブライアンズタイム,
15,8,エンドロール,牡4,永野,美浦・青木,差し,173.6,12,1,,35.5,462(-4),中山,29,中3週,Y,,3,ガルボ,チチカステナンゴ,
16,8,シルヴァーソニック,牡7,レーン,栗東・池江,先行,22.5,6,1,,,,キングアブドゥルアジーズ,64,中8週,,,2,オルフェーヴル,トニービン,
17,8,アフリカンゴールド B,セ8,国分恭,栗東・西園正,,213.8,13,4,,34.8,468(0),阪神,42,中5週,Y,,3,ステイゴールド,Gone West,
