馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ニシノレバンテ B,牡5,永野,美浦・栗田,,23.9,8,14,4歳以上2勝クラス,39.7,492(+4),東京,56,中7週,Y,,3,イスラボニータ,フレンチデピュティ,
2,2,トーセンサンダー,牡5,大野,美浦・杉浦,差し,4.0,2,4,,35.1,484(-4),新潟,28,中3週,Y,,3,トーセンファントム,エンパイアメーカー,
3,3,ステルナティーア,牝5,丹内,美浦・木村,先行,13.9,6,6,4歳以上2勝クラス,34.1,448(-4),中山,63,中8週,Y,,3,ロードカナロア,ファルブラヴ,
4,4,オルフェスト,牝4,横山武,美浦・池上,先行,3.5,1,1,4歳以上1勝クラス,34.7,450(+8),福島,70,中9週,Y,,3,オルフェーヴル,More Than Ready,
5,5,イグニション,牡4,菱田,栗東・畑端,先行,36.6,10,6,,35.7,470(0),新潟,28,中3週,Y,,3,スノードラゴン,ダンスインザダーク,
6,5,サウンドクレア,牝5,鮫島駿,栗東・安達,追込,22.7,7,13,,34.8,446(-6),小倉,104,中14週,Y,,3,キタサンブラック,アグネスデジタル,
7,6,ニシノコウダイ,牡4,藤岡佑,栗東・長谷川,差し,9.8,5,7,,34.8,482(-6),函館,7,連闘,Y,,3,アメリカンペイトリオット,ルーラーシップ,
8,6,レッドアヴァンティ,牡5,武豊,美浦・尾関,先行,4.8,3,8,,34.8,508(+18),京都,49,中6週,Y,,3,ドゥラメンテ,Invincible Spirit,
9,7,アンビバレント B,牡4,池添,栗東・藤野,,116.4,12,14,,36.4,464(-2),函館,7,連闘,Y,,3,ディスクリートキャット,アドマイヤマックス,
10,7,ミズノコキュウ,牝5,,美浦・水野,先行,36.3,9,8,4歳以上2勝クラス,34.4,426(+4),京都,35,中4週,Y,,3,ミッキーアイル,ケイムホーム,
11,8,ジョリダム,牝4,富田,栗東・武英,追込,63.3,11,14,,35.2,444(-2),新潟,28,中3週,Y,,3,カレンブラックヒル,ダイナマイトダディ,
12,8,ランドオブラヴ,牝4,佐々木,美浦・蛯名正,差し,5.7,4,3,,34.7,432(+8),福島,70,中9週,Y,,3,ミッキーアイル,キングズベスト,
