券種,組み合わせ,配当,人気
単勝,7,160,1
複勝,7,110,1
複勝,1,180,2
馬連,1-7,340,1
ワイド,1-7,170,1
ワイド,4-7,200,2
ワイド,1-4,390,7
馬単,7-1,420,1
3連複,1-4-7,590,1
3連単,7-1-4,1420,2
