馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,オメガオリーブ,牝5,菅原明,美浦・大和田,先行,180.2,12,9,,35.0,406(+2),新潟,14,中1週,Y,,3,ゴールドシップ,キングカメハメハ,
2,2,ロジシルバー,牝4,北村宏,美浦・宮田,先行,13.9,4,5,,35.7,492(0),中山,34,中4週,Y,,3,シルバーステート,ロードカナロア,
3,3,ルージュカルミア,牝5,ルメー,美浦・木村,差し,2.8,2,2,,32.6,410(-4),東京,217,中30週,Y,Y,3,ディープインパクト,Storm Cat,
4,4,コスモシャングリラ,牝4,オシェ,美浦・水野,差し,33.8,9,,,0.0,440(-4),東京,20,中2週,Y,,3,ハーツクライ,Monsun,
5,5,ウィズグレイス,牝5,松山,美浦・国枝,先行,23.6,7,7,,35.6,470(+4),中山,62,中8週,Y,,3,ディープインパクト,Curlin,
6,5,ハイエスティーム,牝5,田辺,美浦・金成,先行,24.2,8,2,4歳以上2勝クラス,34.0,450(+2),東京,97,中13週,Y,,3,ディープインパクト,Burning Roma,
7,6,ソバナ,牝5,横山和,美浦・斎藤誠,,17.3,5,6,,36.3,468(0),中山,62,中8週,Y,,3,ドゥラメンテ,スピニングワールド,
8,6,ウインエーデル,牝4,モレイ,栗東・吉田,差し,5.3,3,3,4歳以上2勝クラス,32.8,450(+6),阪神,34,中4週,Y,,3,リオンディーズ,ステイゴールド,
9,7,ビターグラッセ,牝4,横山武,美浦・栗田,差し,42.7,11,1,4歳以上1勝クラス,34.8,506(+4),中京,49,中6週,Y,,3,ルーラーシップ,サクラバクシンオー,
10,7,アンリーロード,牝4,戸崎圭,栗東・茶木,差し,2.7,1,4,,33.5,476(+4),京都,90,中12週,Y,,3,リアルスティール,ジャングルポケット,
11,8,ニシノコウフク,牝4,永野,美浦・伊藤大,差し,36.5,10,1,,34.9,470(+6),福島,28,中3週,Y,,3,サトノクラウン,スペシャルウィーク,
12,8,イトカワサクラ,牝4,鮫島駿,栗東・牧田,差し,20.1,6,8,,34.9,448(-2),京都,13,中1週,Y,,3,ゴールドシップ,Danehill Dancer,
