券種,組み合わせ,配当,人気
単勝,14,240,1
複勝,14,120,1
複勝,3,140,2
複勝,9,310,8
枠連,2-7,380,1
馬連,3-14,400,1
ワイド,3-14,190,1
ワイド,9-14,690,6
ワイド,3-9,760,11
馬単,14-3,710,1
3連複,3-9-14,2070,5
3連単,14-3-9,6280,8
