券種,組み合わせ,配当,人気
単勝,1,1050,4
複勝,1,250,4
複勝,5,420,8
複勝,8,150,2
枠連,1-5,12560,25
馬連,1-5,11890,28
ワイド,1-5,2420,26
ワイド,1-8,480,4
ワイド,5-8,1360,18
馬単,1-5,21510,53
3連複,1-5-8,8540,32
3連単,1-5-8,89550,264
