馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アドミラルシップ,牡3,戸崎圭,美浦・相沢,先行,44.2,7,7,,34.7,460(0),東京,28,中3週,Y,,3,ゴールドシップ,キングカメハメハ,
2,2,レッドテリオス,牡3,津村,美浦・古賀,先行,94.0,10,1,3歳新馬,37.7,466(0),中山,42,中5週,Y,,1,ジャスタウェイ,Efisio,
3,3,シュバルツクーゲル,牡3,西村淳,美浦・鹿戸,,17.4,5,2,,35.6,492(+18),東京,106,中14週,Y,,2,キズナ,Monsun,
4,4,エコロレイズ,牡3,横山和,美浦・岩戸,先行,144.2,11,4,3歳1勝クラス,35.6,498(-8),中山,55,中7週,Y,,3,アメリカンペイトリオット,ディープインパクト,
5,5,シンエンペラー,牡3,川田,栗東・矢作,先行,3.5,3,2,,35.7,480(-2),中山,66,中8週,Y,,3,Siyouni,Galileo,
6,6,トロヴァトーレ,牡3,ルメー,美浦・鹿戸,差し,2.8,1,1,,33.9,496(+6),中山,92,中12週,Y,,2,レイデオロ,エンパイアメーカー,
7,6,コスモキュランダ,牡3,Ｍデム,美浦・加藤士,差し,34.9,6,2,3歳1勝クラス,34.9,504(+6),中山,55,中7週,Y,,3,アルアイン,Southern Image,
8,7,シリウスコルト,牡3,三浦,美浦・宗像,差し,76.6,9,6,,35.8,482(+2),中山,66,中8週,Y,,3,マクフィ,ゼンノロブロイ,
9,7,ダノンエアズロック,牡3,キング,美浦・堀,先行,3.1,2,1,,32.7,504(+18),東京,134,中18週,Y,,2,モーリス,Fastnet Rock,
10,8,ファビュラススター,牡3,横山武,美浦・萩原,差し,6.8,4,1,3歳1勝クラス,35.0,502(+4),中山,55,中7週,Y,,2,エピファネイア,グラスワンダー,
11,8,ニシノフィアンス,牡3,内田博,美浦・竹内,逃げ,58.3,8,5,,34.7,500(+2),中山,49,中6週,Y,,2,サトノダイヤモンド,ルーラーシップ,
