馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,サペラヴィ,牡7,江田勇,美浦・南田,先行,4.4,3,8,,13.1,480(+6),新潟,49,中6週,Y,,3,ローズキングダム,マンハッタンカフェ,,
2,2,テイエムタツマキ,牡6,田村,栗東・武英,先行,4.2,2,1,,13.1,508(+2),中京,35,中4週,Y,,3,キズナ,クロフネ,,B
3,3,ネビーイーム,牡6,小牧加,栗東・佐々木,先行,3.1,1,1,,13.7,536(0),京都,104,中14週,Y,,3,キズナ,シングスピール,,B
4,4,ザメイダン,牡8,上野,美浦・新開,先行,9.5,5,7,,13.9,482(-14),京都,126,中17週,Y,,3,ルーラーシップ,クロフネ,,B
5,5,プラチナドリーム,牡5,黒岩,栗東・平田,先行,26.0,8,10,,38.0,474(+4),中京,20,中2週,Y,,3,ホッコータルマエ,シンボリクリスエス,,B
6,5,ファルヴォーレ,牡6,難波,栗東・高橋忠,先行,29.9,9,5,,13.1,454(-2),新潟,28,中3週,Y,,3,ドゥラメンテ,アドマイヤムーン,,
7,6,レディステディゴー,牡6,中村,栗東・中村,差し,25.4,7,5,,13.3,508(-6),新潟,119,中16週,Y,,3,ダイワメジャー,More Than Ready,,
8,6,メイショウハチク,セ1,森一,栗東・安達,差し,38.8,10,3,,13.4,466(-4),中京,21,中2週,Y,,3,マンハッタンカフェ,タイキシャトル,,B
9,7,ジャディード,牡9,石神深,美浦・小島,差し,129.7,12,9,,13.9,462(-2),京都,91,中12週,Y,,3,シンボリクリスエス,フジキセキ,,
10,7,オメガリッチマン,牡4,高田,栗東・安田,差し,7.2,4,6,,13.1,446(-6),福島,77,中10週,Y,,3,イスラボニータ,ディープインパクト,,
11,8,ケンアンビシャス,牡6,五十嵐,美浦・久保田,,13.4,6,4,,13.0,482(0),新潟,28,中3週,Y,,3,トゥザワールド,モルフェデスペクタ,,
12,8,コルドゥーン,牡8,坂口,美浦・石栗,差し,106.1,11,1,障害3歳以上未勝利,13.6,468(+4),中京,13,中1週,Y,,3,トゥザグローリー,サクラバクシンオー,,B
