券種,組み合わせ,配当,人気
単勝,6,1520,6
複勝,6,300,5
複勝,8,180,3
複勝,3,140,1
枠連,4-5,2670,13
馬連,6-8,2880,9
ワイド,6-8,920,9
ワイド,3-6,840,6
ワイド,3-8,310,1
馬単,6-8,9010,31
3連複,3-6-8,2910,6
3連単,6-8-3,33850,102
