券種,組み合わせ,配当,人気
単勝,3,290,1
複勝,3,150,1
複勝,16,220,4
複勝,6,990,12
枠連,2-8,560,1
馬連,3-16,1090,2
ワイド,3-16,530,3
ワイド,3-6,2910,29
ワイド,6-16,5310,48
馬単,3-16,2010,4
3連複,3-6-16,19260,56
3連単,3-16-6,65550,192
