券種,組み合わせ,配当,人気
単勝,15,320,1
複勝,15,150,1
複勝,17,340,6
複勝,2,200,4
枠連,8-8,2520,11
馬連,15-17,2510,9
ワイド,15-17,790,9
ワイド,2-15,420,2
ワイド,2-17,1410,16
馬単,15-17,4030,15
3連複,2-15-17,4830,12
3連単,15-17-2,22680,57
