券種,組み合わせ,配当,人気
単勝,7,900,6
複勝,7,280,6
複勝,5,170,3
複勝,13,150,1
枠連,4-5,630,4
馬連,5-7,1510,8
ワイド,5-7,490,7
ワイド,7-13,820,13
ワイド,5-13,420,4
馬単,7-5,3750,21
3連複,5-7-13,2430,9
3連単,7-5-13,16890,75
