馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,カムランベイ,牡5,津村,美浦・岩戸,差し,62.5,9,8,4歳以上2勝クラス,36.6,504(-6),東京,64,中8週,Y,,3,タリスマニック,Hard Spun,,
2,1,サトミノマロン,牡6,横山武,美浦・鈴木伸,差し,215.7,15,6,4歳以上2勝クラス,37.7,528(0),中山,50,中6週,Y,,3,ディープブリランテ,キングカメハメハ,,B
3,2,ドバイブルース,牡4,モレイ,美浦・加藤征,先行,2.6,2,3,4歳以上2勝クラス,37.5,508(0),中山,22,中2週,Y,,3,キンシャサノキセキ,Monsun,,
4,2,スピーディブレイク,牡5,岩田望,美浦・村田,差し,47.2,7,5,,35.6,458(+4),中山,14,中1週,Y,,3,マクフィ,ディープインパクト,,B
5,3,ホレーショ,牡4,杉原,美浦・西田,差し,5.1,3,1,4歳以上1勝クラス,37.5,520(+2),中山,43,中5週,Y,,3,リアルインパクト,Candy Stripes,,
6,3,フラッシング,牡4,武豊,栗東・牧浦,差し,29.3,5,6,,36.7,484(-6),小倉,50,中6週,Y,,3,ドレフォン,フジキセキ,,
7,4,カフェアローロ,牝4,内田博,美浦・古賀,先行,67.9,10,9,4歳以上2勝クラス,40.6,498(+4),中山,28,中3週,Y,,3,ダンカーク,マンハッタンカフェ,,B
8,4,スプレーフォール,牡4,佐々木,美浦・相沢,先行,187.4,14,8,4歳以上2勝クラス,38.7,452(-2),中山,42,中5週,Y,,3,カリフォルニアクローム,ハービンジャー,,B
9,5,マイネルトルファン,牡6,柴田大,美浦・粕谷,先行,73.3,11,8,,36.5,512(+4),中山,29,中3週,Y,,3,オルフェーヴル,ロージズインメイ,,B
10,5,オールマキシマム,牝5,小林脩,美浦・奥平,差し,88.2,12,7,,36.6,458(+10),小倉,50,中6週,Y,,3,ホッコータルマエ,アグネスタキオン,,
11,6,アッティラ,牡5,石橋脩,美浦・相沢,差し,291.6,16,8,4歳以上2勝クラス,39.9,458(+2),京都,64,中8週,Y,,3,ジャスタウェイ,キンシャサノキセキ,,B
12,6,ソレルビュレット,牡4,ルメー,美浦・宮田,先行,2.2,1,2,4歳以上2勝クラス,37.0,522(+2),中山,50,中6週,Y,,3,Malibu Moon,Curlin,,B
13,7,サパテアール,セ6,丹内,美浦・畠山,差し,50.2,8,7,,39.5,522(+12),中京,22,中2週,Y,,2,プリサイスエンド,ダンスインザダーク,,B
14,7,プルナチャンドラ,牡4,横山和,美浦・小野,差し,17.1,4,11,,38.5,502(-4),中京,28,中3週,Y,,3,アニマルキングダム,オペラハウス,,B
15,8,オソルノ,セ5,菅原明,美浦・萩原,差し,34.4,6,5,,38.5,494(-6),中山,104,中14週,Y,,3,シニスターミニスター,キングカメハメハ,,
16,8,レオスパーク,牡4,木幡巧,美浦・牧,,103.1,13,11,4歳以上2勝クラス,39.2,506(-4),京都,56,中7週,Y,,3,カレンブラックヒル,マンハッタンカフェ,,
