馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,カサデガ,牡5,小牧加,栗東・寺島,先行,92.6,9,5,,13.3,462(+2),中京,21,中2週,Y,,3,ブラックタイド,Zensational,
2,2,サクセッション,セ6,蓑島,美浦・国枝,差し,5.9,3,1,,13.1,526(0),新潟,70,中9週,Y,,3,キングカメハメハ,ディクタット,
3,3,フォッサマグナ,セ7,,美浦・黒岩,,2.0,1,1,,12.9,482(-6),新潟,91,中12週,Y,,3,War Front,Lahib,
4,4,ホッコーメヴィウス,セ7,黒岩,栗東・清水久,,3.6,2,9,,13.4,476(+4),東京,35,中4週,Y,,3,ダイワメジャー,ダンシングブレーヴ,
5,5,ベストインクラス,牡5,上野,美浦・伊藤伸,先行,75.1,8,4,,13.3,496(+4),中京,21,中2週,Y,,2,リヤンドファミユ,サクラバクシンオー,
6,6,ナリノモンターニュ,牡6,金子,美浦・上原博,先行,19.2,6,1,障害3歳以上未勝利,13.9,518(+6),東京,41,中5週,Y,,3,ヴィクトワールピサ,エルコンドルパサー,
7,6,ヤマノグリッターズ,牡5,草野,美浦・松山,差し,160.5,11,6,,13.7,504(+10),阪神,126,中17週,Y,,3,エイシンフラッシュ,ゼンノロブロイ,
8,7,サペラヴィ,牡6,江田勇,美浦・南田,,19.5,7,1,,13.1,460(-14),新潟,84,中11週,Y,,3,ローズキングダム,マンハッタンカフェ,
9,7,サンティーニ,セ8,五十嵐,美浦・尾関,逃げ,97.6,10,11,,13.2,496(-4),新潟,70,中9週,Y,,3,ダイワメジャー,Machiavellian,
10,8,アサクサゲンキ,セ8,石神,栗東・音無,先行,13.0,5,7,,13.7,468(+2),中山,133,中18週,Y,,3,Stormy Atlantic,Dixieland Band,
11,8,ニューツーリズム B,セ7,小野寺,美浦・黒岩,差し,9.8,4,2,,13.1,502(0),新潟,70,中9週,Y,,3,ドリームジャーニー,マンハッタンカフェ,
