コーナー,通過順
1コーナー,"16(2,8,13)7(10,15)(6,3)4,11,12,1(5,9)14"
2コーナー,"(*16,13)(2,8)(10,15)7,6(3,4)11(12,1)(5,9)14"
3コーナー,"(16,*13,8)(2,7,15,14)(6,10,11,1)4(3,9)-(5,12)"
4コーナー,"(*16,13,8)(2,7,14)(6,10,15,11,1)(4,9)3(5,12)"
