着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,6,サウスバンク,牝3,54.0,川田,1:07.1,,1,1.7,33.5,栗東吉岡,484(-2)
2,5,7,ジュンヴァンケット,セ4,58.0,坂井,1:07.3,1,2,5.0,33.6,栗東友道,462(+6)
3,4,5,アスティスプマンテ,牝4,56.0,小沢,1:07.4,1/2,6,15.9,32.9,栗東佐藤悠,438(-6)
4,1,1,モンシュマン,牡4,58.0,団野,1:07.5,1/2,7,17.9,33.6,栗東上村,466(-8)
5,6,9,セレッソデアモール,牝5,56.0,川須,1:07.7,1.1/2,10,63.3,33.0,栗東庄野,490(+4)
6,2,2,レディメローラ,牝5,56.0,菱田,1:07.7,クビ,11,85.6,33.5,栗東北出,402(-12)
7,4,4,シュブロンレーヴル,牝4,56.0,秋山稔,1:07.8,クビ,8,41.6,33.6,栗東杉山佳,412(+2)
8,6,8,スマートジェイナ,牝5,56.0,吉村,1:07.9,1/2,9,42.1,33.1,栗東加藤公,450(-6)
9,8,12,スマートルシーダ,牡7,58.0,松若,1:07.9,アタマ,12,143.8,32.9,栗東東田,480(+10)
10,3,3,ピースフルナイト,牝5,56.0,松山,1:08.0,3/4,4,12.3,33.4,栗東高野,414(+4)
11,7,10,フェンダー,牡4,58.0,バデル,1:08.1,1/2,3,7.3,34.2,栗東斉藤崇,520(-4)
12,7,11,ヒーローインチーフ,セ4,58.0,西塚,1:08.3,1.1/4,5,13.9,32.9,栗東吉田,448(-2)
13,8,13,エリンアキレウス,牡5,58.0,長岡,1:08.7,2.1/2,13,423.4,33.4,美浦伊藤伸,538(+2)
