券種,組み合わせ,配当,人気
単勝,9,530,4
複勝,9,190,3
複勝,1,610,7
複勝,2,240,4
枠連,1-7,6470,17
馬連,1-9,9360,24
ワイド,1-9,2140,23
ワイド,2-9,780,9
ワイド,1-2,1760,19
馬単,9-1,15400,41
3連複,1-2-9,15180,46
3連単,9-1-2,114390,285
