着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,5,テーオードレフォン,牡5,58.0,丸山,1:52.0,,4,10.6,36.0,栗東梅田,502(+4)
2,7,10,テーオーリカード,牡4,58.0,藤岡康,1:52.4,2.1/2,2,5.3,36.3,栗東高柳大,490(-6)
3,6,9,ハピ,牡5,59.0,松山,1:52.6,1.1/4,1,1.6,36.3,栗東大久保,484(0)
4,4,4,フルヴォート,牡6,58.0,鮫島駿,1:52.7,1/2,5,12.7,36.3,栗東西村,500(-6)
5,5,6,マリオロード,牡5,58.0,菊沢,1:52.9,1.1/4,8,28.8,36.5,栗東安達,506(-4)
6,1,1,ゴーゴーユタカ,牡5,58.0,角田和,1:53.4,2.1/2,6,19.0,36.8,美浦武井,482(+6)
7,3,3,ホウオウルーレット,牡5,58.0,藤岡佑,1:53.4,ハナ,3,10.0,36.2,美浦栗田,510(+8)
8,8,12,インプレス,牡5,58.0,富田,1:53.5,1,9,44.9,36.6,栗東佐々木,538(+12)
9,2,2,テイエムアトム,牡6,58.0,亀田,1:53.6,1/2,13,256.5,37.0,美浦石栗,540(-4)
10,7,11,リキサントライ,牡6,58.0,西塚,1:53.7,1/2,10,150.1,36.6,栗東緒方,494(0)
11,6,8,トウセツ,牡5,58.0,吉田隼,1:53.7,クビ,7,19.2,36.9,栗東杉山佳,482(0)
12,5,7,パワーブローキング,牡5,58.0,角田河,1:54.0,1.1/2,12,206.0,37.5,美浦栗田,520(-6)
13,8,13,エナハツホ,牝5,56.0,古川吉,1:54.0,クビ,11,161.5,37.2,栗東吉田,452(-2)
