馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ゲンジ,牡4,田辺,美浦・尾形,差し,5.8,3,4,,33.6,426(0),東京,22,中2週,Y,,3,オルフェーヴル,クロフネ,,
2,2,エクセルクラウン,牡3,菊沢,美浦・菊沢,先行,36.7,7,6,3歳1勝クラス,37.2,484(0),東京,49,中6週,Y,,3,サトノアラジン,Super Saver,,
3,3,ヤマニンヘルシェ,牡3,石川,美浦・辻,先行,8.6,4,6,,36.1,482(0),中山,85,中11週,Y,,2,レッドファルクス,ディープインパクト,,
4,4,リリエンフェルト,牝5,石田,美浦・上原博,差し,199.0,11,12,,34.6,470(0),東京,22,中2週,Y,,1,ルーラーシップ,ダイワメジャー,,
5,4,ニホンピロロジャー,牡3,田口,栗東・緒方,差し,3.2,2,8,,35.6,442(+4),京都,50,中6週,Y,,3,ロジャーバローズ,ジャングルポケット,,
6,5,テイキットイージー,牡5,木幡巧,美浦・萱野,差し,61.5,9,6,4歳以上1勝クラス,35.6,440(-4),福島,63,中8週,Y,,3,ゴールドシップ,ルールオブロー,,
7,5,ストレートブラック,牝4,松岡,美浦・奥平,差し,12.9,6,5,4歳以上1勝クラス,34.6,442(+6),東京,35,中4週,Y,,3,トーセンラー,ヴィクトワールピサ,,
8,6,キロノヴァ,牡4,北村宏,美浦・大竹,追込,37.7,8,10,4歳以上1勝クラス,34.9,436(+2),東京,35,中4週,Y,,3,ミッキーアイル,Hawk Wing,,
9,6,リュクスパトロール,牝3,ゴンサ,美浦・加藤士,差し,10.1,5,8,,34.7,430(+8),京都,57,中7週,Y,,3,ビーチパトロール,ジャングルポケット,,
10,7,エースフライト,牡3,戸崎圭,栗東・池江,差し,2.5,1,1,3歳未勝利,35.0,506(-6),阪神,21,中2週,Y,,3,コントレイル,Bellamy Road,,
11,7,オメガストリーム,牝4,丸田,美浦・田中勝,差し,190.3,10,14,3歳以上1勝クラス,34.3,454(-2),東京,21,中2週,Y,,3,アルアイン,Tapit,,
12,8,ジャスティンライズ,セ5,石神道,美浦・大和田,追込,301.6,12,12,,37.0,524(+4),新潟,49,中6週,Y,,3,キズナ,Twirling Candy,,B
13,8,グランドフォレスト,牡5,上里,美浦・室井,,590.2,13,12,3歳以上1勝クラス,35.8,462(-10),東京,7,連闘,Y,,3,リアルインパクト,キングカメハメハ,,
