コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*9,13)(5,14)10(2,7)(3,11,6)12,4(15,16)-8-1"
4コーナー,"(*9,13)(5,14)10(2,7)(3,11,6)(4,12)15,16-8,1"
